Tweet,Matched Keywords,Date,User,Source,Tweet ID,Tweet URL
i dont know for sure that this guy's model is perfect but he's gotten 9 correct in a row. i started taking him more seriously after he had Trump winning last time https://t.co/06eyWy8KoH,,2020-02-28 16:29:39,BreakingBraavos,Twitter Web App,1233429063638761472,https://twitter.com/statuses/1233429063638761472
Me!,,2020-02-28 16:29:40,KimmGlass,Twitter for iPad,1233429067229270016,https://twitter.com/statuses/1233429067229270016
@BryanONolan That’s what Tom Steyer says about climate change,steyer,2020-02-28 16:29:40,Philxb,Twitter for iPhone,1233429067657097217,https://twitter.com/statuses/1233429067657097217
@BenJealous Sanders is trying to rig the game by changing the rules he himself crafted.  Interesting.  https://t.co/YFGOZCx9B0,sanders,2020-02-28 16:29:41,rosieriveter4,Twitter for iPhone,1233429070928461824,https://twitter.com/statuses/1233429070928461824
"@GallivanScott Supported by hard data my guy.

Sanders is tops with the under 55 black vote, the LGBT vote, the Latino vote, etc. 

The rest of the candidates are splitting up the old white people.",sanders,2020-02-28 16:29:41,megamandrn001,Twitter Web App,1233429071494893569,https://twitter.com/statuses/1233429071494893569
Bernie Sanders Is Winning His War on Cable News https://t.co/8KpicOnOhH,sanders,2020-02-28 16:29:41,fawzianaqvi1,Twitter for iPhone,1233429071557689344,https://twitter.com/statuses/1233429071557689344
Dear President: ALL THE DEMOCRATS SEEKING YOUR JOB ARE INCOMPETENT.,,2020-02-28 16:29:41,arfigg,Twitter for iPhone,1233429071637491717,https://twitter.com/statuses/1233429071637491717
@thetrillbillies Gettin' Higher with Steyer,steyer,2020-02-28 16:29:41,turbotruth,Twitter Web App,1233429073910796289,https://twitter.com/statuses/1233429073910796289
"2020 Presidential Election News Update🗞:
Sen. Tim Kaine endorses Biden
#Election2020 #News
https://t.co/ks6sVu69Vs",biden,2020-02-28 16:29:42,RaceForPresNews,Automate.io,1233429074703536130,https://twitter.com/statuses/1233429074703536130
Bloomberg is spot on.,bloomberg,2020-02-28 16:29:42,libbynyc,Twitter for iPhone,1233429078277021699,https://twitter.com/statuses/1233429078277021699
