Tweet,Matched Keywords,Date,User,Source,Tweet ID,Tweet URL
My heart goes out to the spec writers praying for a Biden SC win so they can sell their piece on why SC is more representative of the country than Nevada. Shine on you crazy diamonds.,biden,2020-02-22 21:19:29,trash_ebooks,Twitter Web App,1231327676629123074,https://twitter.com/statuses/1231327676629123074
Grandpa isn't used to being vetted.,,2020-02-22 21:19:29,sanityknit,Twitter for Android,1231327676935352320,https://twitter.com/statuses/1231327676935352320
If Joe Biden finishes 3rd in Nevada today that will be the best he's ever done in a caucus OR primary. Let that sink in.,biden,2020-02-22 21:19:30,KhatamiOrElse,Twitter Web App,1231327678218690560,https://twitter.com/statuses/1231327678218690560
Braindead freeloaders think bernie will take care if them lol,,2020-02-22 21:19:30,gallm8324,Twitter for Android,1231327679485370368,https://twitter.com/statuses/1231327679485370368
@MikeBloomberg Take this old fart down. Bernie Sanders is divisive on all levels.,"sanders, bloomberg",2020-02-22 21:19:30,chickilopiccolo,Twitter for Android,1231327679628091395,https://twitter.com/statuses/1231327679628091395
"Liz Warren Promises to Stop ICE Deportation Raids ""That Sweep Through Our Neighborhoods"" / Yep! Gotta Keep The Illegals Safe For Their Freaking Vote! There Must Be A Law Against This Bullchit!! https://t.co/iPryRim1lS",warren,2020-02-22 21:19:30,KateHun49524279,Twitter Web App,1231327679770701829,https://twitter.com/statuses/1231327679770701829
#berniehermanos juntos con tio Bernie.,,2020-02-22 21:19:30,Modern_Failure_,Twitter for Android,1231327681586708480,https://twitter.com/statuses/1231327681586708480
This photo is my love language.,,2020-02-22 21:19:30,aprilglick,Twitter for iPhone,1231327681528115210,https://twitter.com/statuses/1231327681528115210
Word.,,2020-02-22 21:19:30,HolgerHank,Twitter Web App,1231327681612042240,https://twitter.com/statuses/1231327681612042240
"@joelockhart Here you go:    Read every bit, now!     https://t.co/eYUX97m36b",,2020-02-22 21:19:30,DuerksenKen,Twitter Web App,1231327681926615040,https://twitter.com/statuses/1231327681926615040
Democracy dies in the dark.,,2020-02-22 21:19:31,FreshCobaine,Twitter for iPhone,1231327682291478533,https://twitter.com/statuses/1231327682291478533
"@DinahStewartWDE Yes. But make me vote for Bloomberg, an I will be so pissed.",bloomberg,2020-02-22 21:19:31,AnishMasharani,Twitter for Android,1231327682853588994,https://twitter.com/statuses/1231327682853588994
"“Do not save what is left after spending  instead spend what is left after saving.”

- Warren Buffet 

#AllStarsInPursuit

@arneduncan https://t.co/vgo8mmrVYl",warren,2020-02-22 21:19:31,AlwaysnPursuit,Twitter Web App,1231327682035699713,https://twitter.com/statuses/1231327682035699713
"Donald Trump never goes after Bernie Sanders, the way Bernie Sanders go after Donald Trump. Deep down, I get the inkling that Donald Trump feels sorry for Bernie Sanders seeing as how the latter is treated. Kudos to the former for that.",sanders,2020-02-22 21:19:31,DimensionVII,Twitter Web App,1231327683168161793,https://twitter.com/statuses/1231327683168161793
