tweet,keyword,date,user,source,tweet_id,url
I guess Libs considered Obama/Biden cages “good” cages...,biden,2020-02-16 15:16:58,blueonyx500,Twitter for iPhone,1229062118969872385,https://twitter.com/statuses/1229062118969872385
"Yes, you are on a sinking ship. A lifeboat is coming your way. It is a luxury boat run on fossil fuels driven by, say, Mike Bloomberg. We are on the sinking ship refusing the lifeboat because....clearly we do not see four more years as a sinking ship. But it is.",bloomberg,2020-02-16 15:16:58,AwardsDaily,Twitter Web App,1229062120207110146,https://twitter.com/statuses/1229062120207110146
"Note that in those two cases, voting D is not saving democracy- democracy is already lost.  For democracy to exist, elections must be fair and you must not be able to buy the election.  If the DNC cheats, the election was not fair, if Bloomberg is the nom, he bought the election.",bloomberg,2020-02-16 15:16:59,bhurt42,Twitter Web App,1229062120425345024,https://twitter.com/statuses/1229062120425345024
@PorMiRaza1 Bernie Sanders 2020 🇺🇸🇲🇽,sanders,2020-02-16 15:17:00,Ch73Mario,Twitter for Android,1229062124472799232,https://twitter.com/statuses/1229062124472799232
What Pete Buttigieg said,buttigieg,2020-02-16 15:17:00,LittleMissDebb1,Twitter Web App,1229062124669984774,https://twitter.com/statuses/1229062124669984774
@NGrossman81 putting aside the obvious (that bloomberg is a former mayor of americas largest city and his donations to both major parties has influenced their willingness to criticise him) it is hilarious that a pol sci student would learn more from a wiki than a professor,bloomberg,2020-02-16 15:17:00,Acousticoholic,Twitter Web App,1229062125773082626,https://twitter.com/statuses/1229062125773082626
One word. Benghazi. Never forget. Guess Bloomberg was ok with that.,bloomberg,2020-02-16 15:17:00,stanton_ld,Twitter for iPhone,1229062127937212416,https://twitter.com/statuses/1229062127937212416
Latinos Could Seal The Democratic Nomination For Bernie Sanders,sanders,2020-02-16 15:17:00,RedState,Zapier.com,1229062124737122305,https://twitter.com/statuses/1229062124737122305
"@48kiloss i have a political boner for Mr Bernard Sanders, just saying.",sanders,2020-02-16 15:17:01,KhalTurk,Twitter Web App,1229062132144181248,https://twitter.com/statuses/1229062132144181248
"@SethAbramson Why is Trump so afraid to run against Biden? Is it possible he is looking at astrological predictions. Based on Indian astrological predictions, Biden would be influenced under Jupiter-Rahu (dragon head) which is promising a victory against Trump.🤣",biden,2020-02-16 15:17:01,007Achyuta,Twitter Web App,1229062132815233024,https://twitter.com/statuses/1229062132815233024
"@BernieSanders very disturbed in the Militant followers of ur campaign. I now realize that Nina Turner is leading this militance within ur followers. When she referred to Bloomberg as an oligarch, she did you no favors. It’s a problem u need to deal with.","sanders, bloomberg",2020-02-16 15:17:02,MMarcin8,Twitter for iPhone,1229062132966227969,https://twitter.com/statuses/1229062132966227969
"Is there any serious doubt that if Greta Thunberg were alive today in the United States, she would sell all her possessions and donate the proceeds to Bernie Sanders?",sanders,2020-02-16 15:17:02,micahbotricht,"Cheap Bots, Done Quick!",1229062133985562625,https://twitter.com/statuses/1229062133985562625
"#FalseFlags Searching and timely review of what we do and do not know about the sensational arrival of the South Bend Mayor on the national political scene, which suggests--I find the case convincing!--Pete Buttigieg is a CIA asset out to sabotage Bernie.",buttigieg,2020-02-16 15:17:03,JimFetzer,Twitter Web App,1229062138485968898,https://twitter.com/statuses/1229062138485968898
"@fshakir I am middle class... and I agree, Sanders plan will bankrupt the 1% Sanders will attack the middle class. That is socialism Spend everyones money for the betterment of those in power not the people. If Bernie believes his own shit, he should donate all his wealth to the poor.",sanders,2020-02-16 15:17:03,PaladinFirearms,Twitter for Android,1229062139878481920,https://twitter.com/statuses/1229062139878481920
"Nope.
Tom Steyer is not spending his money the same way as Bloomberg.
Those ads with the implied Barack Obama endorsement. Those are going a long way.  #AMJOY","steyer, bloomberg",2020-02-16 15:17:03,jocelyn528,Twitter Web App,1229062141078011907,https://twitter.com/statuses/1229062141078011907
"La primaire des démocrates bat son plein aux États-Unis. Le vainqueur affrontera Donald Trump pour devenir président. Nos équipes étaient dans le New Hampshire, dans le clan de Bernie Sanders.

Pour retrouver voir le sujet, rendez-vous ce soir dans #CPolitique sur @France5tv",sanders,2020-02-16 15:17:03,CPolF5,Twitter Web App,1229062140272816130,https://twitter.com/statuses/1229062140272816130
Bloomberg will not save us.,bloomberg,2020-02-16 15:17:04,3DogCouch,Twitter for Android,1229062141530996736,https://twitter.com/statuses/1229062141530996736
Muy importante con el frío que hace que Bernardo Sanders y yo no nos acatarremos más.,sanders,2020-02-16 15:17:04,VecinaUna,Twitter Web App,1229062141883359233,https://twitter.com/statuses/1229062141883359233
"Just got sent to collections for medical debt  :)
I’m gonna donate to Bernie Sanders Campaign for a debt I shouldn’t have incurred and a process that has been going o for almost a year now.",sanders,2020-02-16 15:17:04,dnapes1,Twitter for iPhone,1229062142898376704,https://twitter.com/statuses/1229062142898376704
"MUST SEE: Gun Rights Activists Crash Bloomberg Rally in Virginia, Chant Guns Save Lives  via @gatewaypundit",bloomberg,2020-02-16 15:17:04,Civildefense5,Twitter for iPad,1229062142860591104,https://twitter.com/statuses/1229062142860591104
"The new strategy, after being nasty as shit for years, is to kill us with sugary sweet kindness to manipulate our primary vote. I say FUCK THAT SHIT. Warren is a game changer. Perhaps our LAST chance to get this right. Stay with your choice. Do not be manipulated by fear to 1/",warren,2020-02-16 15:17:04,kimbfalcone11,Twitter for Android,1229062144152436736,https://twitter.com/statuses/1229062144152436736
@MikeBloomberg Bloomberg bully ad Trump,bloomberg,2020-02-16 15:17:04,InnerItalian,Twitter for iPhone,1229062144634712064,https://twitter.com/statuses/1229062144634712064
"#msnbc
Yes of Dems would stop bashing each other and realize that all the attributes that Michael Bloomberg has to solve all the countries Ails 
Joyce talked about all the how affordable housing in the opiate crisis and attacking the NRA and gun safety @MikeBloomberg",bloomberg,2020-02-16 15:17:04,cather435,Twitter for Android,1229062144978759680,https://twitter.com/statuses/1229062144978759680
change your vote. These are the same tactics used by the gop. Let us not blow this thing. We say she is the most qualified. Knows how to get shit done. No ulterior motives.  Stay with Warren. We really do not have a choice. If corporate greed and corruption are not addressed in 2/,warren,2020-02-16 15:17:04,kimbfalcone11,Twitter for Android,1229062145008160778,https://twitter.com/statuses/1229062145008160778
"a serious way RIGHT NOW then we are screwed by voting anyone other than Warren. Other candidates are not even broaching the subject. If Warren is your choice,  I BEG YOU TO STAY WITH HER UNTIL SHE SAYS SHES OUT. Let us not blow this. Please🤨😐",warren,2020-02-16 15:17:05,kimbfalcone11,Twitter for Android,1229062146279051264,https://twitter.com/statuses/1229062146279051264
l’ep où Warren et Bailey briefent Tuck sur le comportement à avoir s’il se fait arrêter par la police me brise tjrs autant le cœur mdr mais il est si important????? il aborde vraiment la réalité et le danger constant dans lesquel vit toute poc aux us face à un contrôle de police,warren,2020-02-16 15:17:06,harryauIait,Twitter for iPhone,1229062150422921217,https://twitter.com/statuses/1229062150422921217
Former Clinton Staffer Shreds Michael Bloomberg: He is Got Some Explaining to Do,bloomberg,2020-02-16 15:17:06,kitty111116,Twitter for iPhone,1229062150527836166,https://twitter.com/statuses/1229062150527836166
@Phil_Lewis_ Bernie Sanders is known as the “Amendment King” for his well documented ability to sneak roll call amendments into legislation. He is most known for his bipartisan work on veterans health care.,sanders,2020-02-16 15:17:06,quentin_watts,Twitter for iPhone,1229062150494269440,https://twitter.com/statuses/1229062150494269440
@ElyZeigler Imagine thinking Bloomberg is preferable to Bernie...,bloomberg,2020-02-16 15:17:06,twittposter,Twitter for iPhone,1229062151836401665,https://twitter.com/statuses/1229062151836401665
Why does Joe Biden’s hair look like cotton candy? It’s the weirdest thing.,biden,2020-02-16 15:17:06,Princess_Holly,Twitter for iPhone,1229062152389971968,https://twitter.com/statuses/1229062152389971968
"Agreed, let’s let Bloomberg and his gazillion dollars beat fake rich guy Trump",bloomberg,2020-02-16 15:17:06,SteveCo89062225,Twitter for iPad,1229062153572954113,https://twitter.com/statuses/1229062153572954113
@SJPFISH Is Biden a Republican now??? LOLOLOLOLOLOL! TRUMP 2020!,biden,2020-02-16 15:17:07,SophieLuv12,Twitter Web App,1229062156777164800,https://twitter.com/statuses/1229062156777164800
"@MikeBloomberg not a tyrant, a responsible leader fighting political sabators from within, or democratic political suicide bombers",bloomberg,2020-02-16 15:17:08,SamisMassimo,Twitter Web App,1229062160418058246,https://twitter.com/statuses/1229062160418058246
"bloomberg gets a pass about the allegations cause he had a large staff?  Obama never had any allegations, it is not about  how many employees they have had it is the type of man he is smh @TimOBrien #amjoy",bloomberg,2020-02-16 15:17:08,Bmblbeeb,Twitter Web Client,1229062161227489289,https://twitter.com/statuses/1229062161227489289
@thehill Bloomberg worked for no credit to stop senseless gun violence without fame or merit and while holding no political seat,bloomberg,2020-02-16 15:17:09,700MHz,Twitter for iPhone,1229062162867466242,https://twitter.com/statuses/1229062162867466242
"@TomForUtah Bloomberg is no Trump.  If he is the nominee, I will vote for him.  However, we live in Utah, our vote in the general does not count.",bloomberg,2020-02-16 15:17:09,5783MGordon,Twitter for Android,1229062163223871489,https://twitter.com/statuses/1229062163223871489
"She is most likely THE most level-headed candidate the DNC might have and yet she doesn’t fit their crazy far left agenda... so she’s snubbed! Typical liberals! 🤭
Tulsi Gabbard refuses to quit despite media attacks |",gabbard,2020-02-16 15:17:09,ItsMeWen24,Twitter for iPhone,1229062163295358983,https://twitter.com/statuses/1229062163295358983
"Possible Trump rebuttals:

-Fake news
-Deep state
-Haters and losers
-I don’t know them
-But Obama...
-Crooked Hillary...
-But Hunter Biden...
-I am a king 
-Article II exonerates me
-Soros paid them
-I’m gonna go golf with Lindsey
-I hire only the best
-Big Macs ail all",biden,2020-02-16 15:17:09,gosborn20,Twitter for iPhone,1229062163387408384,https://twitter.com/statuses/1229062163387408384
@matthewloop I agree but see “Bloomberg Big Gulp soda ban”. He did it to fight the rising cost of future diabetes care but was crucified and it was declared unconstitutiona.,bloomberg,2020-02-16 15:17:09,briancsmithdc,Twitter for iPhone,1229062163890872321,https://twitter.com/statuses/1229062163890872321
Kind of sus Obama supporting Mike Bloomberg too 🧐,bloomberg,2020-02-16 15:17:09,4TheSkeeLife,Twitter for iPhone,1229062165388087297,https://twitter.com/statuses/1229062165388087297
@h8Wankmaggot45 He’s the only one positioned to beat him. Warren is flopping. Also it doesn’t matter as long as he gets the EV votes in the states necessary. I find the whole lead up to elections painful and speculative with numbers that generally don’t mean anything.,warren,2020-02-16 15:17:10,Mapsofoceans,Twitter for iPhone,1229062167724351488,https://twitter.com/statuses/1229062167724351488
Look at these three screenshots. Looks like Buttigiegs communications director forgot to switch accounts.,buttigieg,2020-02-16 15:17:10,machineiv,Twitter Web App,1229062169280385025,https://twitter.com/statuses/1229062169280385025
Bloomberg has a #deathwish wants to pair up with corrupt crooked Hillary and become another Arkancide victim. She will be a suicide away from the presidency.,bloomberg,2020-02-16 15:17:10,mastergame,Twitter Web App,1229062169498718210,https://twitter.com/statuses/1229062169498718210
"Well said, @PeteButtigieg",buttigieg,2020-02-16 15:17:10,frzop242,Twitter for iPhone,1229062170371067911,https://twitter.com/statuses/1229062170371067911
@gtconway3d please call your wife. She’s drowning on #foxnewssunday. She’s talking out of both sides of her mouth. Bloomberg is racist and hates women but Trump doesn’t. That’s her stance. No really that’s what’s happening on Gods day of rest. 🤦🏾‍♀️,bloomberg,2020-02-16 15:17:11,NicoleJ_4,Twitter for iPhone,1229062172669509636,https://twitter.com/statuses/1229062172669509636
#BloombergFacts,"bloomberg, #bloomberg",2020-02-16 15:17:11,Juliekmac1,Twitter Web App,1229062173005090816,https://twitter.com/statuses/1229062173005090816
"Kellyanne Conway says Elizabeth Warren is ""trying to bully Bill Barr out of his job."" Because Trump and Barr are such timid creatures that they are afraid of that mean Warren lady picking on them.",warren,2020-02-16 15:17:11,MarkJacob16,Twitter Web App,1229062173256749056,https://twitter.com/statuses/1229062173256749056
"I dislike trump so immensely I will vote for anyone that has a viable shot to beat him. That said, making Bloomberg the nominee would essentially make this election a Republican primary and be the fever dream of every Koch funded thinktank on earth. Fuck that.",bloomberg,2020-02-16 15:17:12,BlakeTapper,Twitter for Android,1229062177094590464,https://twitter.com/statuses/1229062177094590464
"@washingtonpost At the height of the 2008 economic collapse, then-New York Mayor Michael Bloomberg said the elimination of a discriminatory housing practice known as “redlining” was responsible for instigating the meltdown.",bloomberg,2020-02-16 15:17:12,LeanMikael,Twitter Web App,1229062177308499968,https://twitter.com/statuses/1229062177308499968
"@WajahatAli No, but then I would not vote for Bloomberg regardless of how he got the nomination. He is every bit as authoritarian as Cheeto  his priorities are just different.",bloomberg,2020-02-16 15:17:12,RLGottwald,Twitter for Android,1229062177824309251,https://twitter.com/statuses/1229062177824309251
"Biden calls on Sanders to take accountability for supporters threats  via @nbcnews 

PEOPLE LISTEN! !!!!! With all the election interference do you really still believe online things like this when they go against core beliefs of the candidates? 

Think","biden, sanders",2020-02-16 15:17:13,PKHarrington,Twitter Web App,1229062180147994624,https://twitter.com/statuses/1229062180147994624
"@AshaRangappa_ It is funny that, since Bloomberg is basically the rich, successful businessman that Trump pretends to be, Bloombergs only real pitch for the Presidency winds up being ""I am not Trump"".",bloomberg,2020-02-16 15:17:13,TimJame37041950,Twitter Web App,1229062182010114048,https://twitter.com/statuses/1229062182010114048
Buttigieg says he is not going to take lectures on family values from Limbaugh,buttigieg,2020-02-16 15:17:14,realTuckFrumper,Circleboom,1229062183260229633,https://twitter.com/statuses/1229062183260229633
trump makes Bloomberg possible,bloomberg,2020-02-16 15:17:14,DopeOnlyRC,Twitter for iPhone,1229062183700447232,https://twitter.com/statuses/1229062183700447232
@ericm30 Bernie Sanders will make a great addition to the Kremlin,sanders,2020-02-16 15:17:14,therealFTM78,Twitter for Android,1229062184212324353,https://twitter.com/statuses/1229062184212324353
"Socialist Sanders, Hater Of The 1 Percent, Sure Loves Flying First Class (And On Private Jets)",sanders,2020-02-16 15:17:15,WatchmanCBiz,eClincher,1229062187483848704,https://twitter.com/statuses/1229062187483848704
@MikeBloomberg,bloomberg,2020-02-16 15:17:15,kvon631,Twitter for iPhone,1229062188473757697,https://twitter.com/statuses/1229062188473757697
"Bloomberg and the HRC Running Mate Con

Lionel discusses the above and more matters of interest",bloomberg,2020-02-16 15:17:15,Royw1955,Twitter Web App,1229062189341757442,https://twitter.com/statuses/1229062189341757442
Big butt Sierra Sanders ass fucked,sanders,2020-02-16 15:17:16,LucilaPanakos,Mobile Web (M2),1229062192294658048,https://twitter.com/statuses/1229062192294658048
"While I really like the attention Sanders is giving climate change, his plan is just not tenable. If he wins the primary, this will be easily exposed.",sanders,2020-02-16 15:17:16,DonWilliamsonmd,Twitter for iPhone,1229062192454152192,https://twitter.com/statuses/1229062192454152192
Pete Buttigieg as a child,buttigieg,2020-02-16 15:17:16,PlzMarcos,Twitter for Android,1229062194693890049,https://twitter.com/statuses/1229062194693890049
"Once Bloomberg starts talking he scares every independant, moderate and rational thinking person on the planet.",bloomberg,2020-02-16 15:17:17,Mortisha924,Twitter Web App,1229062197541769217,https://twitter.com/statuses/1229062197541769217
What about when Pete Buttigieg was at my 6th birthday party and hung my cat,buttigieg,2020-02-16 15:17:17,_Loukanikos,Twitter for iPhone,1229062198057525249,https://twitter.com/statuses/1229062198057525249
"@Trent_Horn 3/ . . . All that they have in common is some restriction in relation to reproduction.

Exhibit B, an impressive performance by #PeteButtigieg:



If only there had been some arrangement such that that AL legislator and Buttigieg could have been . . .",buttigieg,2020-02-16 15:17:17,NoTerminationWR,Twitter Web App,1229062198829256704,https://twitter.com/statuses/1229062198829256704
"The Democratic party has sunken so low that they have gone from Obama, who was editing the Harvard Law Review in his twenties, to Bernie Sanders, who by his early 30s was stringing together a Rape meets Dr. Phil word salad in a local Vermont paper.",sanders,2020-02-16 15:17:17,LosBilbilocos,Twitter Web App,1229062198678499329,https://twitter.com/statuses/1229062198678499329
This is the best “short stack” take on @MikeBloomberg & the damage he inflicted on Black & Brown communities in NY through his policies that I have seen:,bloomberg,2020-02-16 15:17:17,AdarAyiraViews,Twitter for iPhone,1229062199685079041,https://twitter.com/statuses/1229062199685079041
"I will say the word for $500, hmu @MikeBloomberg",bloomberg,2020-02-16 15:17:18,_JBski_,Twitter Web Client,1229062200150691844,https://twitter.com/statuses/1229062200150691844
@cascamike Biden has supporters that can leave the nursing home?,biden,2020-02-16 15:17:18,BernieSis1,Twitter for iPad,1229062200628797442,https://twitter.com/statuses/1229062200628797442
Bloomberg Overtakes Biden In Florida - cityXtra Magazine,"biden, bloomberg",2020-02-16 15:17:18,jaxgay,Twitter Web Client,1229062200880488450,https://twitter.com/statuses/1229062200880488450
"CHRIS WALLACE GRILLS KLOBUCHAR

AMY KLOBUCHAR WRONGFULLY PROSECUTED A BLACK TEENAGER: 
Assoc Press report on flaws in the case  wrongly convicted of murder.
The teen received a life sentence.
Black leaders call Amy Klobuchar to suspend her campaign.",klobuchar,2020-02-16 15:17:18,massahouse,Twitter Web App,1229062202100998150,https://twitter.com/statuses/1229062202100998150
"Full Biden: I would be ‘most progressive’ president in history. Biden said, he will be Communist Party also. Every one hear. On face, he close Sanders. Actually, he wants Sanderss supporters to vote him.","biden, sanders",2020-02-16 15:17:19,dannyyy33,Twitter Web App,1229062204332396544,https://twitter.com/statuses/1229062204332396544
"Bloomberg is following the Trump election-takeover playbook. 
1. Flood the media. 
2. Fear-monger.
Except, instead of fear-mongering around immigrants “stealing our jobs,” he’s fear-mongering around Trump winning a second term. 

Both are imaginary threats.",bloomberg,2020-02-16 15:17:19,garrison_hayes,Twitter for iPhone,1229062205749985280,https://twitter.com/statuses/1229062205749985280
Biden on #meetthepress,biden,2020-02-16 15:17:19,AngelicFusion,Twitter for Android,1229062206311956480,https://twitter.com/statuses/1229062206311956480
Amy Klobuchar says that English should NOT be the national language. . . Let me remind you that she was just on Telemundo pandering to Mexican-American voters and made an ass of herself when she could not name the Mexican president,klobuchar,2020-02-16 15:17:19,1776Stonewall,Twitter Web Client,1229062207675215877,https://twitter.com/statuses/1229062207675215877
"Video: Biden snaps at reporter who confronts him on Obama locking immigrant kids in cages  

It is about time these stories come to the surface about the hypocrisy party!!",biden,2020-02-16 15:17:20,howardboelk,Twitter Web App,1229062208564420609,https://twitter.com/statuses/1229062208564420609
"@MeghanMcCain It is a good fit. Bloomberg has paid a lot of money to buy everything else in his campaign, and Hillary has always been for sale.",bloomberg,2020-02-16 15:17:20,kyleword,Twitter Web App,1229062210829324288,https://twitter.com/statuses/1229062210829324288
"Más allá de la entrevista, las respuestas de @amyklobuchar revelan el poco interés del Partido Demócrata (en su mayoría) en la relación bilateral después de error tras error donde 🇲🇽 ha estado del lado de Trump.",klobuchar,2020-02-16 15:17:20,CharlieGalina,Twitter Web App,1229062211831828481,https://twitter.com/statuses/1229062211831828481
This is basically how I feel about Bloomberg.,bloomberg,2020-02-16 15:17:21,dreandmax,Twitter for iPhone,1229062213702316033,https://twitter.com/statuses/1229062213702316033
Calling out the Sanders campaign,sanders,2020-02-16 15:17:22,SJPeek,Twitter Web App,1229062218395742208,https://twitter.com/statuses/1229062218395742208
@feraljokes Bloomberg is Cersei,bloomberg,2020-02-16 15:17:22,penqorko,Twitter Web App,1229062219410935808,https://twitter.com/statuses/1229062219410935808
pete buttigieg gets the hamilton vote,buttigieg,2020-02-16 15:17:22,_JackNovak,Twitter for iPhone,1229062220610494466,https://twitter.com/statuses/1229062220610494466
@heyheyitsmollya Bloomberg is still the #DNC candidate.,bloomberg,2020-02-16 15:17:23,drblopez,Twitter for Android,1229062222187397121,https://twitter.com/statuses/1229062222187397121
Bloomberg is not Trump. We may need him to remove the cancer ( or amputate)before things appear to be normal again. There may be another malignancy(Bernie cult) that has to be cleaned out.,bloomberg,2020-02-16 15:17:23,estellelevenda1,Twitter for iPad,1229062222166528000,https://twitter.com/statuses/1229062222166528000
damn i wonder how those instagram meme pages who got paid partnerships with bloomberg feel now,bloomberg,2020-02-16 15:17:23,heyrennyB,Twitter for iPhone,1229062223039008768,https://twitter.com/statuses/1229062223039008768
These ads are very effective. Not that Bloomberg is my candidate- buying your way into the election is not acceptable. But keep doing these.,bloomberg,2020-02-16 15:17:23,TommyDblG,Twitter for Android,1229062223458394113,https://twitter.com/statuses/1229062223458394113
"You cannot be both a fighter and a uniter, @ewarren. Fighting is your brand.",warren,2020-02-16 15:17:23,joshuagrotheer,Twitter Web Client,1229062224356028416,https://twitter.com/statuses/1229062224356028416
"What GOP has made them and their family millionaires? Now look at the Democrats. Obama, Biden, Clinton and more. Democrats ALL Millionaires do not want that for us. ONLY them.",biden,2020-02-16 15:17:24,YvrSandy,Twitter for Android,1229062226050310146,https://twitter.com/statuses/1229062226050310146
"@Marys_Wall411 This is my family. I will end Bloomberg

#NeverBloomberg
#BloombergIsRacist","bloomberg, #bloomberg",2020-02-16 15:17:23,NewKindOfPol,Twitter for Android,1229062224783847425,https://twitter.com/statuses/1229062224783847425
I knew SC would do Biden in.,biden,2020-02-16 15:17:24,JulieMilnerEsq,Twitter for iPhone,1229062228021784579,https://twitter.com/statuses/1229062228021784579
Biden on healthcare “ it’s gonna cost Trillions if Dollars “ How stupid does he think we are? If Unions signed on to Universal Healthcare the money they pay to there excisting plan would be returned to them in wage increases. Think big Corp. Healthcare providers want that!,biden,2020-02-16 15:17:24,JakobeWidmann,Twitter for iPhone,1229062228583813121,https://twitter.com/statuses/1229062228583813121
FLINT WATER---Let us Stop And Frisk MASSA ...Bloombergs Policing Record -------  via @YouTube,bloomberg,2020-02-16 15:17:24,beesprimetime,Twitter Web Client,1229062229141512193,https://twitter.com/statuses/1229062229141512193
The social media penetration from Bloomberg is becoming effective. Democrats about to have a brokered convention! HAHA! Well done!!,bloomberg,2020-02-16 15:17:25,Nick_Auditore,Twitter for iPhone,1229062229493997569,https://twitter.com/statuses/1229062229493997569
"@RealTimBlack That is why Bernie kept stiff-arming Steyer, never being the bro Tom sought. Bernies so savvy.",steyer,2020-02-16 15:17:25,OfMoira,Twitter for Android,1229062230685057024,https://twitter.com/statuses/1229062230685057024
@JonathanTurley Cant see her as a second banana - she brings lots of negatives -but- so does Bloomberg,bloomberg,2020-02-16 15:17:25,420_organic,Twitter Web App,1229062230873755651,https://twitter.com/statuses/1229062230873755651
"A reminder of the capabilities of @AmyKlobuchar. WATCH this video of her grilling #WilliamBarr at his Senate confirmation hearing. Polite, no yelling, no grandstanding, she is moderate in temperament but as sharp and cutting as a knife. #AmyKlobuchar",klobuchar,2020-02-16 15:17:26,PierreAtlas,Twitter for iPhone,1229062234330075138,https://twitter.com/statuses/1229062234330075138
"Biden, Klobuchar hit Bloombergs record ahead of Nevada debate  via @nbcnews","biden, klobuchar, bloomberg",2020-02-16 15:17:26,CeeJayT07381069,Twitter Web Client,1229062236297191424,https://twitter.com/statuses/1229062236297191424
"@BootlegGirl It may not be a “fair” expectation of Sanders, but he wants to be President. Leading and taking responsibility even when things aren’t actually your fault are key components of the job.",sanders,2020-02-16 15:17:26,DucksForDuckGod,Twitter for iPhone,1229062237173813249,https://twitter.com/statuses/1229062237173813249
"Why is @amjoyshow & media helping Bernie Sanders & Trump by being so focus on Bloomberg? Trump is STILL the WORST person to be in the WH. Joy, are you trying to keep Trump in the WH? This is the same kind of reporting as in 2016 about Hillary just attacking.","sanders, bloomberg",2020-02-16 15:17:26,sister_64,Twitter Web App,1229062237173608449,https://twitter.com/statuses/1229062237173608449
Tim O’Bien just made a good point. Why hasn’t Steyer made more traction? He’s a billionaire. #AMJoy,steyer,2020-02-16 15:17:26,SharonCapel,Twitter for iPhone,1229062237614170114,https://twitter.com/statuses/1229062237614170114
Believe me I am not for Bloomberg after learning more about him but to not report equally is unfair to all. Trump has and still doing more than ANY candidate EVER! I am done watching your show along with others on MSNBC. I see the same tactics as in 2016.,bloomberg,2020-02-16 15:17:27,sister_64,Twitter Web App,1229062238729732096,https://twitter.com/statuses/1229062238729732096
Blankfein says Bernie Sanders would ruin the economy  This man is right.  It would ruin our economy,sanders,2020-02-16 15:17:27,CarolKaplita,Twitter Web Client,1229062238880911360,https://twitter.com/statuses/1229062238880911360
Why not VET BERNIE SANDERS and report his WRONG?,sanders,2020-02-16 15:17:27,sister_64,Twitter Web App,1229062239644078080,https://twitter.com/statuses/1229062239644078080
"Bloomberg’s campaign didn’t launch. 
It slithered.",bloomberg,2020-02-16 15:17:27,avfolk,Tweetbot for iΟS,1229062240151769088,https://twitter.com/statuses/1229062240151769088
"@peterpattakos Good stuff from Bernie, but I hope he will get even more vociferous in his attacks on Emperor God Bloomberg. It is not just that Bloomberg could lose to Trump, it is that he poses an even bigger threat to humanity than Trump.",bloomberg,2020-02-16 15:17:27,Pynchump216,Twitter for Android,1229062240415907840,https://twitter.com/statuses/1229062240415907840
First off Bifen was VP 8 years that’s more than Bloomberg. His spokesperson is disingenuous #AMJoy,bloomberg,2020-02-16 15:17:27,fastwriter2,Twitter for iPhone,1229062241770708993,https://twitter.com/statuses/1229062241770708993
"@CNNPolitics I believe he was just doing a political analysis of how Buttigieg will handle his relationship as it pertains to the general election, should he get that far.  A very legitimate thing to discuss.  So just calm down.",buttigieg,2020-02-16 15:17:27,ConservativeJ17,Twitter Web App,1229062241863028736,https://twitter.com/statuses/1229062241863028736
"@RepLowenthal Hahahaha, have you looked in the mirror lately? The Democrats are trying to erode our Bill of Rights and import into our politics a failed political ideology of socialism. Sanders and Warren are actually campaigning on a progressive socialist ticket.","warren, sanders",2020-02-16 15:17:27,MaxShilk,Twitter for Android,1229062241867137026,https://twitter.com/statuses/1229062241867137026
"Here’s the thing: I do not think that #Hillary would ever want to be #Bloomberg’s running mate. I mean, who the hell would want to attach their name to his? He’s a racist, sexist, manipulative fraud who’s just trying to buy the presidency.","bloomberg, #bloomberg",2020-02-16 15:17:28,luke__robbins,Twitter for iPhone,1229062242613813248,https://twitter.com/statuses/1229062242613813248
"@2012BNEWS Good grief 😂 losing hand played yet again. #FoxNews 
She is unlikable even among her party. 
Bloomberg is not going to get a boost from this but these  might help. 😂 Yep these shoes are a real pick me up. 😂😂😂😂",bloomberg,2020-02-16 15:17:29,BlueSkyNJ,Twitter for Android,1229062246380249089,https://twitter.com/statuses/1229062246380249089
"So after a couple of days, you are going to vote for Trump if Bloomberg is nominated?
Trump has done nothing. Bloomberg has at least put forth an actual plan to uplift the black community.
He has the capacity to change and we all know Donald does not",bloomberg,2020-02-16 15:17:29,winstonmaya,Twitter for Android,1229062249941209100,https://twitter.com/statuses/1229062249941209100
@politico_z I know why POC aren’t likely to support Buttigieg. Why Klobachar?  It’s a sincere question. I’m trying to find the most electable candidate who has the leadership skills to heal the nation and protect democracy. Policies matter. But less than electability this election. To me.,buttigieg,2020-02-16 15:17:30,persistmom,Twitter for iPhone,1229062252168265729,https://twitter.com/statuses/1229062252168265729
@matthewjdowd I do not recall the NRA ever supporting Mike Bloomberg...,bloomberg,2020-02-16 15:17:30,Former_CAM,Twitter Web App,1229062252927516674,https://twitter.com/statuses/1229062252927516674
"@KSoltisAnderson I don’t think Bloomberg’s problem is “this hypothetical party” lacks appeal. You are competing by holding on to your own voters, then appeal the middle, and a good chunk of the swing can be found in this data, enough to sway one way or the other. Bloomberg’s problem is the base","sanders, bloomberg",2020-02-16 15:17:30,gz48367515,Twitter for iPhone,1229062253590142976,https://twitter.com/statuses/1229062253590142976
"@C_Wolbrecht I do not have a view on the ads, but is not Bloombergs goal right now to stand out in the primary? They might be more effective in a primary campaign. Maybe? It just seems like a different question than whether they worked in the last general election.",bloomberg,2020-02-16 15:17:31,ScottRCooley1,Twitter Web App,1229062256748564480,https://twitter.com/statuses/1229062256748564480
@MattBruenig That’s actually the dumbest thing anyone who claims to be intelligent has ever said. Stephen Miller = Bloomberg? Jesus Christ Bernie is destroying the only mechanism we have to stop Trump from destroying us all,bloomberg,2020-02-16 15:17:31,JackRoshco,Twitter for iPhone,1229062256987602944,https://twitter.com/statuses/1229062256987602944
