Tweet,Matched Keywords,Date,User,Source,Tweet ID,Tweet URL
we ran our voting tweets by each other whilst getting ready this morning,,2020-03-03 14:12:12,ANNthropologist,Twitter for iPhone,1234844024051261440,https://twitter.com/statuses/1234844024051261440
@JohnBrennan This says a lot!  An endorsement from Brennan proves Biden is a crook and probably was guilty of the whole Ukraine scandal.  Brennan wants cover and would endorse his cat if he thought it would take the heat off of himself for his own crimes...,biden,2020-03-03 14:12:12,MikeBranson,Twitter for iPad,1234844024780935169,https://twitter.com/statuses/1234844024780935169
"Happy #SuperTuesday. I’m reporting from the state of Virginia, where 99 delegates are up for grabs today.

Before S.C., Bloomberg, Sanders and Biden were neck in neck for a V.A. victory. Now polls show Biden widening his lead and Bloomberg support dropping. For @medilllonthehill","biden, sanders, bloomberg",2020-03-03 14:12:12,snehadey_,Twitter for iPhone,1234844024831401985,https://twitter.com/statuses/1234844024831401985
Elizabeth Warren can win AND get things done.,warren,2020-03-03 14:12:12,TrishaDaigle,Twitter Web App,1234844025322168321,https://twitter.com/statuses/1234844025322168321
"Biden, like Trump, is starting to decline mentally, but Bernie is still sharp as a tack.

#VoteBernie

Biden botches Declaration of Independence  https://t.co/jniX2VS4nN",biden,2020-03-03 14:12:13,binkballs,Twitter Web Client,1234844027071102978,https://twitter.com/statuses/1234844027071102978
It’s something about Mike Bloomberg that I don’t like 🤔,bloomberg,2020-03-03 14:12:13,Lee2x___,Twitter Web App,1234844027490574338,https://twitter.com/statuses/1234844027490574338
minha amiga lutadora de luta livre de mulheres fez um sutiã de crochê com a cara do bernie sanders https://t.co/NsvjgU2TNQ,sanders,2020-03-03 14:12:13,poodleheart,Twitter for iPhone,1234844027759058950,https://twitter.com/statuses/1234844027759058950
happy super fucking tuesday do the right thing https://t.co/235jKNqifv,,2020-03-03 14:12:13,lobruschetta,Twitter for iPhone,1234844029461913600,https://twitter.com/statuses/1234844029461913600
"@realDonaldTrump You are not fooling anybody idiot.
Your fear of Biden is all over your tweet.",biden,2020-03-03 14:12:13,rhomboid1125,Twitter for iPhone,1234844030523052034,https://twitter.com/statuses/1234844030523052034
"@PhaidonN Biden has been fighting for change since he was in Congress. He's written and passed bills, lead the charge on legalizing same sex marriage and has put country over party many times. He's actually gotten things done. (Also he has better odds against Trump in every poll)",biden,2020-03-03 14:12:13,MichaelAlanRay,Twitter for Android,1234844030489497606,https://twitter.com/statuses/1234844030489497606
"@DarlingEbony It makes sense for Black people to vote for the most progressive candidate. I have no critique of our folks in SC. They have no faith that white folks will ever do the right thing and voted basically just to remove Trump, thinking Biden will have the best chance.",biden,2020-03-03 14:12:13,desalinationnow,Twitter Web App,1234844030636298240,https://twitter.com/statuses/1234844030636298240
"@Nate_McMurray ""... Sanders’ Medicare-for-All framework would actually increase national health expenditures by up to $7 trillion."" https://t.co/SfU1EuYnVB",sanders,2020-03-03 14:12:13,mjk_4mjk,Twitter Web App,1234844031135502336,https://twitter.com/statuses/1234844031135502336
"""Is America Ready for a Fugazi President?""",,2020-03-03 14:12:14,owmypancreas,Twitter Web App,1234844031437373440,https://twitter.com/statuses/1234844031437373440
https://t.co/bOirCTWozq,,2020-03-03 14:12:14,ThomasDFish,Twitter for Android,1234844033983406080,https://twitter.com/statuses/1234844033983406080
Awesome,,2020-03-03 14:12:14,PJSWMA,Twitter Web App,1234844034469900289,https://twitter.com/statuses/1234844034469900289
"feel the Bern, 
feel the yearn

we are all Yearnie Sanders",sanders,2020-03-03 14:12:14,shart_bear,Twitter for iPhone,1234844034838851586,https://twitter.com/statuses/1234844034838851586
"""Is Bernie Sanders' vitriol toxic?!""",sanders,2020-03-03 14:12:14,graham_dee,Twitter for Android,1234844035354939392,https://twitter.com/statuses/1234844035354939392
"@amyklobuchar All of those people that voted for you could have backed another candidate to get them farther in the race. I know my vote would have gone to Warren, but it went to you.","warren, klobuchar",2020-03-03 14:12:14,_brennacolleen,Twitter for Android,1234844035405303810,https://twitter.com/statuses/1234844035405303810
"Hypothesis: If leftists were forced to live strictly in reality, they would be conservatives.",,2020-03-03 14:12:14,JeffMcIrish,Twitter Web App,1234844035438784512,https://twitter.com/statuses/1234844035438784512
@arungiri Biden? Not Bernie? And Trump?,biden,2020-03-03 14:12:15,sandipshettyyer,Twitter for iPhone,1234844036021850112,https://twitter.com/statuses/1234844036021850112
"Bravo my man! I doubt some deranged meth head is going to break into Bloomberg's home but if they break into mine, I'm armed and waiting.",bloomberg,2020-03-03 14:12:15,fannyworth,Twitter Web App,1234844035879186432,https://twitter.com/statuses/1234844035879186432
"#SuperTuesday reminder: This is NOT a two person race. If you want to vote for Elizabeth Warren, do it! And before somebody brings on the wrath of a person who has to write a bunch about defending abortion access, yes, we should all vote blue & unite to defeat Trump in November. https://t.co/Fq4gN8PTiD",warren,2020-03-03 14:12:15,morgmeneshets,Twitter for iPhone,1234844036294488066,https://twitter.com/statuses/1234844036294488066
This. ⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️,,2020-03-03 14:12:15,GoonrGrrl,Twitter for Android,1234844036873277445,https://twitter.com/statuses/1234844036873277445
Sanders had a 9 point lead in VA just one week ago. Biden is now up as many as 16 points.,"biden, sanders",2020-03-03 14:12:15,sweetsweatcj,Twitter for iPhone,1234844036990717959,https://twitter.com/statuses/1234844036990717959
"My predictions: After Biden wins the nomination, the Dems will choose who they really want as President as his running mate. Bernie supporters will either vote for Trump or not vote at all.",biden,2020-03-03 14:12:15,grandyjo,Twitter for iPhone,1234844037116461058,https://twitter.com/statuses/1234844037116461058
