Tweet,Matched Keywords,Date,User,Source,Tweet ID,Tweet URL
"The other thing about these ppl, they're going to need all Dems but yeah,  insulting is going to help!",,2020-03-03 13:48:42,GraBarT4,Twitter for Android,1234838109034045441,https://twitter.com/statuses/1234838109034045441
"@ABFalecbaldwin 100% correct. Bernie Sanders doesn’t know how to throw anything but fastballs. Donald Trump is a dead red fastball hitter. Joe Biden is Jim Bouton, who has won more than one World Series game.","biden, sanders",2020-03-03 13:48:42,TCapoeti,Twitter for iPhone,1234838109071794176,https://twitter.com/statuses/1234838109071794176
@realDonaldTrump Biden will do the same,biden,2020-03-03 13:48:42,RugerBncurtis,Twitter for Android,1234838109558333441,https://twitter.com/statuses/1234838109558333441
Pitiful pandering,,2020-03-03 13:48:42,dawnnevel,Twitter for iPhone,1234838109608648704,https://twitter.com/statuses/1234838109608648704
Famous folks at @Whataburger 👀 https://t.co/q9bkoW5J1i,,2020-03-03 13:48:42,sblaskovich,Twitter for iPhone,1234838109604503552,https://twitter.com/statuses/1234838109604503552
@Jay3Wil My girl warren ♥️,warren,2020-03-03 13:48:42,mayhersays,Twitter for iPhone,1234838109893857286,https://twitter.com/statuses/1234838109893857286
Pls read this thread about #ElizabethWarren before voting. “Some candidates connect on a personal level. Some are policy wonks. Some are bare-knuckle fighters. There has never been a presidential candidate who encapsulated all 3 of these better than Elizabeth Warren.” #VoteWarren,warren,2020-03-03 13:48:42,SandyHarper,Twitter for iPhone,1234838109700939776,https://twitter.com/statuses/1234838109700939776
You hope he can never recover as mayor he did more than you have as president. In life he ran his businesses in a much more ethical way than you. Look at the law suits you gave. Ppl love him in NY and in business. No one in NY loves you,,2020-03-03 13:48:42,hardworkusa,Twitter for iPhone,1234838110581796866,https://twitter.com/statuses/1234838110581796866
He’d make a good president of something but not of #myunitedstates,,2020-03-03 13:48:42,catskynner,Twitter for iPhone,1234838110636302336,https://twitter.com/statuses/1234838110636302336
"You know you're doing something right when Doronavirus is talking about you! https://t.co/E89CWh1OjT With Biden easily winning the SC primary, and many leading party voices coalescing around his campaign, Trump devoted a lot of time during his NC rally last night attacking Biden.",biden,2020-03-03 13:48:42,TexasBluein20,Twitter Web App,1234838110791520258,https://twitter.com/statuses/1234838110791520258
"@EricBoehlert Biden may end up looking savvy (and a man of the people) for treating IA, NH, and NV so casually and focusing on strong Dem base in SC.",biden,2020-03-03 13:48:42,clamsca,Twitter Web App,1234838112494178304,https://twitter.com/statuses/1234838112494178304
We’re going to need Elizabeth Warren in the Senate to do what she does so incredibly well. She would be a great Senate Majority Leader!,warren,2020-03-03 13:48:43,RealMarianneR,Twitter for iPhone,1234838113236799489,https://twitter.com/statuses/1234838113236799489
"What is the Democrats game here? Are they going to insert someone else at the last minute, and give Biden the boot, or pick a VP that they want to be President, but know can’t get elected (Hillary), and then remove Biden? They can’t possibly be considering him for President.",biden,2020-03-03 13:48:42,LBInani,Twitter for iPhone,1234838113014423552,https://twitter.com/statuses/1234838113014423552
need it @catturd2 !!🤣,,2020-03-03 13:48:43,ladybug_jean,Twitter for Android,1234838113597476864,https://twitter.com/statuses/1234838113597476864
@ananavarro Ana do you know if you’re allowed to change your vote in Florida if you submitted an absentee ballot? I was all in for Pete (and still am) but I would like my vote to help Biden now if it can.,biden,2020-03-03 13:48:43,dadudella,Twitter for iPhone,1234838113706500096,https://twitter.com/statuses/1234838113706500096
"So is Bernie gonna choose “Medicare for all” as his health insurance, hell no.  The countries with universal health care have two tiers of care those who can afford to pay get premium care those who can’t receive the substandard care the government provides.",,2020-03-03 13:48:43,jeannemariehut,Twitter for iPad,1234838114629189632,https://twitter.com/statuses/1234838114629189632
"Gosh I just give up. 

What thing sleepy Joe?",,2020-03-03 13:48:43,Sebmeister,Twitter for iPhone,1234838115291889664,https://twitter.com/statuses/1234838115291889664
Gotta #uniteddems,,2020-03-03 13:48:43,InUnfunky,Twitter Web App,1234838115795316737,https://twitter.com/statuses/1234838115795316737
@AOC If Bernie would announce Warren as VP he’d win in a landslide. And so would progressive policies.,warren,2020-03-03 13:48:43,mrsfipp,Twitter for iPhone,1234838116197969920,https://twitter.com/statuses/1234838116197969920
"@SpecialPuppy1 A month ago, the goalpost would have been cheers of wild celebration if we knew Sanders would have a delegate lead after Super Tuesday. Of course we would have all liked him to be the presumptive nominee, but 4 weeks ago that was beyond impossible.",sanders,2020-03-03 13:48:43,djjohnso,Twitter for iPad,1234838116566999040,https://twitter.com/statuses/1234838116566999040
"If convention fuckery hands the nomination to Biden or Bloomberg or Warren or Sherrod Brown when Bernie has a clear plurality, it’ll send a similar message, especially if that candidate also loses in the general.","warren, biden, bloomberg",2020-03-03 13:48:44,turnip_tops,Twitter for iPhone,1234838117288488969,https://twitter.com/statuses/1234838117288488969
"@realDonaldTrump Mike would wipe his ASS with your FACE if it was you against him

Doesn't matter though, BIDEN will do the same thing",biden,2020-03-03 13:48:44,BobbyZ23,Twitter Web App,1234838117472968706,https://twitter.com/statuses/1234838117472968706
Bernie Sanders for President.,sanders,2020-03-03 13:48:44,poolboyband,Twitter Web App,1234838118248964098,https://twitter.com/statuses/1234838118248964098
If Progressives want their agenda represented in the WH it is time they consolidate behind Sanders as the establishment is doing behind Biden. #VoteForBernie #SuperTuesday,"biden, sanders",2020-03-03 13:48:44,marauderjoe,Twitter Web App,1234838118274076675,https://twitter.com/statuses/1234838118274076675
"@ContentedIndie Don't forget, in Biden's corner is President Barack Obama. Obama's candidate will be my candidate.",biden,2020-03-03 13:48:44,anitanash53,Twitter for Android,1234838118286680069,https://twitter.com/statuses/1234838118286680069
